sample_id	type	source	species	country	mean1	mean2	mean3	sd1	sd2	sd3	status	contributor	location	year	month	latitude	longitude	sex_call	sample_set	aim_species	taxon
AY0056-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Cote d'Ivoire	-63.910956999999996	23.77226	-32.300484000000004	-49.230934000000005	-25.783516	-22.304268	training	David Weetman	Tiassale	2012.0	-1.0	5.898	-4.823	F	AG1000G-CI	coluzzii	coluzzii
AV0022-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea	-74.11636999999999	-21.844185	-2.9790419999999997	-37.467785	-32.639736	-18.638325	training	Ken Vernick	Koraboh	2012.0	10.0	9.28	-10.03	F	AG1000G-GN-A	gambiae	gambiae
AZ0444-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-58.714569999999995	6.834038700000001	-17.98133	-37.830154	-23.668812	-18.223341	training	Austin Burt	Tieneguebougou	2014.0	8.0	12.81	-8.08	F	AG1000G-ML-A	coluzzii	coluzzii
BQ0118-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mozambique	-83.19954	-43.29651	9.749222999999999	-37.97007	-39.288338	-19.868714999999998	training	Joao Pinto	Furvela	2004.0	4.0	-23.715999999999998	35.299	F	AG1000G-MZ	gambiae	gambiae
AB0199-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-97.07781999999999	-24.994192	-7.9701759999999995	-47.881695	-39.517838	-24.889017000000003	training	Austin Burt	Pala	2012.0	7.0	11.15	-4.235	F	AG1000G-BF-A	gambiae	gambiae
AV0082-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea	-95.47595	-18.861664	-11.760494	-48.957195	-38.339490000000005	-24.859582999999997	training	Ken Vernick	Koraboh	2012.0	10.0	9.28	-10.03	M	AG1000G-GN-B	gambiae	gambiae
AG0135-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Gambia, The	-59.283156999999996	13.3169	-22.681892	-42.17331	-24.656141	-19.242704	training	Martin Donnelly	Njabakunda	2011.0	8.0	13.55	-15.9	F	AG1000G-GM-A	coluzzii	gcx2
AA0062-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Ghana	-73.39273	-27.435276	1.300845	-35.74965	-33.23211	-17.993208	training	David Weetman	Madina	2012.0	11.0	5.667999999999999	-0.21899999999999997	F	AG1000G-GH	gambiae	gambiae
AR0043-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Angola	-69.63847	30.918282	-38.78985	-55.407196	-28.381196999999997	-25.169992	training	Joao Pinto	Luanda	2009.0	4.0	-8.884	13.302	F	AG1000G-AO	coluzzii	coluzzii
AJ0123-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea-Bissau	-95.665054	-26.643112	-6.194847	-47.026790000000005	-39.782135	-24.154501	training	Joao Pinto	Leibala	2010.0	-1.0	12.272	-14.222000000000001	F	AG1000G-GW	gambiae	gambiae
AK0236-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Kenya	-107.539	-50.461890000000004	8.064732000000001	-47.679653	-47.829365	-25.467539000000002	training	Janet Midega	Kilifi	2000.0	-1.0	-3.511	39.909	M	AG1000G-KE	gambiae	gambiae
AZ0459-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-79.292694	5.6195254	-23.437096	-49.003845	-31.000021000000004	-23.28959	training	Austin Burt	Tieneguebougou	2014.0	8.0	12.81	-8.08	F	AG1000G-ML-A	coluzzii	coluzzii
AZ0287-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-90.58755500000001	2.1042897999999997	-24.452824	-53.280308	-34.867424	-25.918454999999998	training	Austin Burt	Kababougou	2014.0	8.0	12.89	-8.15	F	AG1000G-ML-A	coluzzii	coluzzii
AJ0039-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea-Bissau	-58.47883	-0.22930875	-13.082723	-35.70582	-25.166195000000002	-17.129156	training	Joao Pinto	Antula	2010.0	-1.0	11.890999999999998	-15.582	F	AG1000G-GW	gambiae	gcx1
AC0122-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Uganda	-87.914825	-31.929775	0.3095656	-42.171513	-38.85835	-21.3012	training	Martin Donnelly	Nagongera	2012.0	10.0	0.77	34.025999999999996	F	AG1000G-UG	gambiae	gambiae
AG0406-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Gambia, The	-85.91029	10.061589	-28.352652000000003	-54.62825	-33.219840000000005	-25.732279000000002	training	Beniamino Caputo	Tankular	2012.0	8.0	13.417	-16.033	UKN	AG1000G-GM-B	coluzzii	gcx2
BL0135-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Tanzania	-83.9642	-77.65657	33.17966	-40.37925	-53.527836	-26.570162	training	Bilali Kabula	Muleba	2015.0	6.0	-1.962	31.651	F	AG1000G-TZ	arabiensis	arabiensis
AV0407-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mali	-95.48406999999999	-24.041408999999998	-8.195914	-47.262962	-38.843872	-24.479076	training	Ken Vernick	Toumani Oulena	2012.0	10.0	10.83	-7.81	F	AG1000G-GN-B	gambiae	gambiae
AV0152-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea	-78.26526	-14.756037	-9.622935	-40.981068	-31.92667	-20.763983	training	Ken Vernick	Koundara	2012.0	10.0	8.48	-9.53	M	AG1000G-GN-B	gambiae	gambiae
AN0487-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Cameroon	-98.64681999999999	4.282026	-28.296543	-58.14695699999999	-37.253258	-28.530846	training	Nora Besansky	Carrefour Poli	2005.0	-1.0	8.533999999999999	13.53	F	AG1000G-CM-B	coluzzii	coluzzii
AG0209-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Gambia, The	-85.31875600000001	4.5647883	-24.475101000000002	-51.49389	-33.061946999999996	-24.752975	training	Martin Donnelly	Njabakunda	2011.0	10.0	13.55	-15.9	F	AG1000G-GM-A	coluzzii	gcx2
AB0257-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-91.23915	5.862023000000001	-27.091978000000005	-55.153824	-34.894417	-26.624805	training	Austin Burt	Pala	2012.0	7.0	11.15	-4.235	F	AG1000G-BF-A	coluzzii	coluzzii
AB0132-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-87.97964	3.917739	-24.916689	-52.45885500000001	-33.720608	-25.540085	training	Austin Burt	Souroukoudinga	2012.0	7.0	11.235	-4.535	F	AG1000G-BF-A	coluzzii	coluzzii
AS0049-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Gabon	-69.20398	-25.93586	1.3560845	-33.643562	-31.473925	-17.031399	training	Joao Pinto	Libreville	2000.0	12.0	0.384	9.455	F	AG1000G-GA-A	gambiae	gambiae
AZ0343-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-94.811165	3.2135740000000004	-26.402294	-55.773438	-36.062763000000004	-27.262732	training	Austin Burt	Ouassorola	2014.0	8.0	12.9	-8.16	F	AG1000G-ML-A	coluzzii	coluzzii
AZ0278-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-92.16881	0.9691904	-24.123317999999998	-53.60013000000001	-35.235683	-26.278309999999998	training	Nora Besansky	Moribobougou	2004.0	8.0	12.69	-7.87	F	AG1000G-ML-B	coluzzii	coluzzii
AJ0124-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea-Bissau	-74.844666	-23.13839	-2.394822	-37.103972999999996	-32.709557000000004	-18.924084	training	Joao Pinto	Leibala	2010.0	-1.0	12.272	-14.222000000000001	F	AG1000G-GW	gambiae	gambiae
AG0133-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Gambia, The	-67.50247	0.31822273	-16.347507	-40.721775	-27.654715000000003	-19.56948	training	Martin Donnelly	Njabakunda	2011.0	8.0	13.55	-15.9	F	AG1000G-GM-A	gambiae	gcx1
BL0264-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Tanzania	-86.18934	-74.08435	30.352478	-40.01122	-50.92027	-25.949118	training	David Weetman	Moshi	2012.0	8.0	-3.4819999999999998	37.308	F	AG1000G-TZ	arabiensis	arabiensis
AG0390-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Gambia, The	-57.16041	6.7161927	-17.150898	-37.748367	-23.942867	-17.593805	training	Beniamino Caputo	Tankular	2012.0	8.0	13.417	-16.033	UKN	AG1000G-GM-B	coluzzii	gcx2
AG0124-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Gambia, The	-89.68309	-7.694710000000001	-17.763544	-49.391182	-35.067326	-24.798347	training	Martin Donnelly	Njabakunda	2011.0	8.0	13.55	-15.9	F	AG1000G-GM-A	gambiae	gcx1
VBS02095-4431STDY6772813	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mali	-88.0208	-17.499996	-10.633205	-45.22193	-35.475044	-23.062857	training	Nora Besansky	Kela	2004.0	8.0	11.88	-8.45	F	AG1000G-ML-B	gambiae	gambiae
AN0585-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-96.5918	-20.610666000000002	-10.810531	-49.148872	-39.2498	-24.77676	training	Brad White	Manda	2013.0	10.0	5.726	10.868	F	AG1000G-CM-C	gambiae	gambiae
AN0398-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-69.592636	-22.221577	-1.3167022	-35.167393	-31.470029999999998	-17.401432	training	Brad White	Nkolondom	2013.0	10.0	3.972	11.515999999999998	F	AG1000G-CM-C	gambiae	gambiae
BK0035-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Central African Republic	-92.38925	8.285057	-29.008661	-57.232437	-35.601337	-27.243767	training	Alessandra della Torre	Bangui	1994.0	1.0	4.367	18.583	F	AG1000G-CF	coluzzii	coluzzii
AV0293-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-86.84822	7.537609	-26.9043	-53.630867	-33.518035999999995	-25.68459	training	Ken Vernick	Takan	2012.0	10.0	11.47	-8.33	F	AG1000G-GN-B	coluzzii	coluzzii
BL0361-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Tanzania	-101.88493000000001	-44.656566999999995	5.5756373	-46.35946	-45.231753999999995	-24.16996	training	David Weetman	Muheza	2013.0	1.0	-4.94	38.948	F	AG1000G-TZ	gambiae	gambiae
AY0039-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Cote d'Ivoire	-77.184616	8.914807000000001	-25.105192000000002	-49.695840000000004	-30.484613	-23.29373	training	David Weetman	Tiassale	2012.0	-1.0	5.898	-4.823	F	AG1000G-CI	coluzzii	coluzzii
AB0119-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-99.26735	-21.20399	-11.269292	-50.371487	-40.008965	-25.609114	training	Austin Burt	Bana	2012.0	7.0	11.232999999999999	-4.4719999999999995	M	AG1000G-BF-A	gambiae	gambiae
BQ0120-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mozambique	-102.42958	-50.116356	9.397506	-45.695923	-46.395046	-24.138592000000003	training	Joao Pinto	Furvela	2004.0	3.0	-23.715999999999998	35.299	F	AG1000G-MZ	gambiae	gambiae
AG0121-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Gambia, The	-68.53104	-3.5072467000000005	-14.164539999999999	-39.867393	-28.130974	-19.502660000000002	training	Martin Donnelly	Njabakunda	2011.0	8.0	13.55	-15.9	F	AG1000G-GM-A	gambiae	gcx1
AG0319-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Gambia, The	-87.880974	3.1857276000000003	-24.384233	-52.240524	-33.833736	-25.419762	training	Charles Godfray	Wali Kunda	2012.0	10.0	13.567	-14.917	F	AG1000G-GM-C	coluzzii	gcx2
AG0403-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Gambia, The	-59.697869999999995	3.1771915	-15.780422	-37.36756	-24.87818	-17.889397	training	Beniamino Caputo	Tankular	2012.0	8.0	13.417	-16.033	UKN	AG1000G-GM-B	coluzzii	coluzzii
AJ0117-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea-Bissau	-73.72261	-4.369365	-15.203226	-42.496902	-30.053040000000003	-20.651863	training	Joao Pinto	Antula	2010.0	-1.0	11.890999999999998	-15.582	F	AG1000G-GW	gambiae	gcx1
AG0288-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Gambia, The	-87.11612	4.5785894	-25.13354	-52.357440000000004	-33.5464	-25.331503	training	Charles Godfray	Wali Kunda	2012.0	10.0	13.567	-14.917	F	AG1000G-GM-C	coluzzii	gcx2
AV0349-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mali	-94.50604	-18.32019	-11.973201	-48.37208	-37.623074	-24.864946	training	Ken Vernick	Toumani Oulena	2012.0	10.0	10.83	-7.81	M	AG1000G-GN-B	gambiae	gambiae
VBS02106-4431STDY6772821	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mali	-90.65304	-15.545032999999998	-12.61134	-47.476425	-36.32844	-23.947159	training	Nora Besansky	Kela	2004.0	8.0	11.88	-8.45	F	AG1000G-ML-B	gambiae	gambiae
AB0162-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-90.061035	-21.094582	-8.713676	-45.265533000000005	-36.60815	-23.330326	training	Austin Burt	Pala	2012.0	7.0	11.15	-4.235	M	AG1000G-BF-A	gambiae	gambiae
AV0364-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea	-70.06404	-10.842808	-9.661745	-38.08586	-29.236342999999998	-18.934465	training	Ken Vernick	Koundara	2012.0	10.0	8.48	-9.53	M	AG1000G-GN-B	gambiae	gambiae
AN0626-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-68.934074	-22.830309	-0.818566	-34.17021	-30.765673	-17.304201000000003	training	Brad White	Nkolondom	2013.0	10.0	3.972	11.515999999999998	F	AG1000G-CM-C	gambiae	gambiae
BP0040-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Democratic Republic of the Congo	-69.887985	-19.152422	-3.7651856	-35.693047	-30.581255	-17.920679999999997	training	David Weetman	Gbadolite	2015.0	7.0	4.283	21.017	M	AG1000G-CD	gambiae	gambiae
BL0216-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Tanzania	-86.80033	-77.69742	32.50884	-41.039696	-53.309948	-26.826452000000003	training	Bilali Kabula	Muleba	2015.0	4.0	-1.962	31.651	F	AG1000G-TZ	arabiensis	arabiensis
BL0128-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Tanzania	-87.02249	-33.21178	1.3743645	-41.005043	-38.128147	-21.397202	training	Bilali Kabula	Muleba	2015.0	3.0	-1.962	31.651	F	AG1000G-TZ	gambiae	gambiae
AC0113-Cx	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Uganda	-91.66966	-30.768859999999997	-1.7848619	-43.906574	-39.382071999999994	-22.782476000000003	validation	Martin Donnelly	Nagongera	2012.0	10.0	0.77	34.025999999999996	F	AG1000G-UG	gambiae	gambiae
AZ0277-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Mali	-103.45021	1.0347615	-27.491117	-59.73466	-39.143326	-29.275270000000003	training	Nora Besansky	Moribobougou	2004.0	8.0	12.69	-7.87	F	AG1000G-ML-B	coluzzii	coluzzii
AA0140-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Ghana	-70.18816	20.112337	-31.551113	-51.143906	-28.190878	-23.250916	training	David Weetman	Madina	2012.0	11.0	5.667999999999999	-0.21899999999999997	F	AG1000G-GH	coluzzii	coluzzii
AV0132-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea	-88.84658	-23.197474	-6.561552000000001	-44.709697999999996	-37.559216	-22.356539	training	Ken Vernick	Koraboh	2012.0	10.0	9.28	-10.03	F	AG1000G-GN-B	gambiae	gambiae
AN0582-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-83.27229	-17.94734	-8.67816	-43.061684	-34.797405	-21.427938	training	Brad White	Manda	2013.0	10.0	5.726	10.868	F	AG1000G-CM-C	gambiae	gambiae
BL0346-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Tanzania	-102.0914	-46.837784	6.958821	-45.709334999999996	-45.339893	-24.343393	training	David Weetman	Muheza	2013.0	1.0	-4.94	38.948	F	AG1000G-TZ	gambiae	gambiae
BL0079-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Tanzania	-96.005714	-32.543713000000004	-1.6977308999999998	-45.845467	-41.246105	-23.712118	training	Bilali Kabula	Muleba	2015.0	6.0	-1.962	31.651	F	AG1000G-TZ	gambiae	gambiae
AB0171-Cx	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-87.37841999999999	-13.833910999999999	-12.863203	-46.26703	-35.026016	-23.315904999999997	training	Austin Burt	Pala	2012.0	7.0	11.15	-4.235	M	AG1000G-BF-A	gambiae	gambiae
AN0344-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Cameroon	-64.94763	21.41941	-30.832268	-49.027725	-26.377306	-22.029154000000002	validation	Brad White	Yaounde	2013.0	10.0	3.88	11.505999999999998	F	AG1000G-CM-C	coluzzii	coluzzii
AA0040-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Ghana	-66.06615	19.109922	-29.56365	-48.45255	-26.756258000000003	-22.173391	training	David Weetman	Twifo Praso	2012.0	9.0	5.609	-1.5490000000000002	F	AG1000G-GH	coluzzii	coluzzii
BL0061-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Tanzania	-82.63094	-70.83396	28.789738	-38.63815	-49.091972	-24.40956	training	Bilali Kabula	Muleba	2015.0	6.0	-1.962	31.651	F	AG1000G-TZ	arabiensis	arabiensis
AC0295-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Uganda	-92.04033000000001	-30.375603	-2.125759	-44.210125	-39.482468	-22.89992	training	Martin Donnelly	Kihihi	2012.0	11.0	-0.7509999999999999	29.701	F	AG1000G-UG	gambiae	gambiae
BL0124-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Tanzania	-85.37867	-30.950195	0.28169520000000003	-40.853317	-37.59235	-20.8241	training	Bilali Kabula	Muleba	2015.0	6.0	-1.962	31.651	F	AG1000G-TZ	gambiae	gambiae
AY0092-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Cote d'Ivoire	-70.40504	16.525084	-28.824484	-49.073723	-28.181978000000004	-22.73415	training	David Weetman	Tiassale	2012.0	-1.0	5.898	-4.823	F	AG1000G-CI	coluzzii	coluzzii
AG0001-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Gambia, The	-76.63096999999999	14.032192000000002	-28.699745	-51.544643	-30.299406	-23.91715	validation	Charles Godfray	Wali Kunda	2012.0	10.0	13.567	-14.917	F	AG1000G-GM-C	coluzzii	gcx2
BP0049-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Democratic Republic of the Congo	-73.86225	-15.224160999999999	-7.57207	-39.19683	-31.514172	-19.25589	training	David Weetman	Gbadolite	2015.0	7.0	4.283	21.017	F	AG1000G-CD	gambiae	gambiae
AK0237-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Kenya	-95.184525	-47.339535	9.395949	-42.32699	-43.278366	-22.607279000000002	training	Janet Midega	Kilifi	2000.0	-1.0	-3.511	39.909	F	AG1000G-KE	gambiae	gambiae
AK0055-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Kenya	-80.67653	-76.50424	32.987602	-38.922066	-52.657672999999996	-25.959242	training	Janet Midega	Kilifi	2012.0	-1.0	-3.511	39.909	F	AG1000G-KE	arabiensis	arabiensis
AV0185-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Guinea	-78.933044	-25.906	-1.4709593	-38.746536	-34.666835999999996	-19.662203	validation	Ken Vernick	Koundara	2012.0	10.0	8.48	-9.53	F	AG1000G-GN-B	gambiae	gambiae
AN0256-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-72.94313000000001	-26.476707	0.9811457	-36.143322	-33.40204	-17.709044	training	Nora Besansky	Daiguene	2009.0	9.0	4.777	13.844000000000001	F	AG1000G-CM-A	gambiae	gambiae
AB0253-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Burkina Faso	-90.020996	-14.498707000000001	-13.250651999999999	-47.323326	-35.964496999999994	-23.849232	training	Austin Burt	Souroukoudinga	2012.0	7.0	11.235	-4.535	F	AG1000G-BF-A	gambiae	gambiae
AN0078-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-102.33588	-32.45473	-3.7248870000000003	-48.91469	-43.12737	-25.396025	training	Nora Besansky	Zembe Borongo	2009.0	9.0	5.747000000000001	14.442	F	AG1000G-CM-A	gambiae	gambiae
BK0067-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Central African Republic	-58.955996999999996	22.7886	-30.12626	-46.033787	-24.098545	-20.849031	training	Alessandra della Torre	Bangui	1994.0	1.0	4.367	18.583	F	AG1000G-CF	coluzzii	coluzzii
AN0018-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-73.42801	-24.061695	-0.9610321	-36.889885	-32.90276	-18.187014	training	Nora Besansky	Mayos	2009.0	9.0	4.341	13.558	F	AG1000G-CM-A	gambiae	gambiae
AK0042-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Kenya	-77.26215	-71.11421999999999	30.373537	-36.95762	-49.06671	-24.291662	training	Janet Midega	Kilifi	2012.0	-1.0	-3.511	39.909	F	AG1000G-KE	arabiensis	arabiensis
AN0316-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-75.624756	-26.018542999999998	-0.20503682	-37.604459999999996	-34.214012	-18.519205	training	Nora Besansky	Daiguene	2009.0	9.0	4.777	13.844000000000001	F	AG1000G-CM-A	gambiae	gambiae
AC0192-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Uganda	-93.12756	-31.938129999999997	-1.2553593	-44.63995	-40.482586	-22.742310999999997	training	Martin Donnelly	Nagongera	2012.0	10.0	0.77	34.025999999999996	F	AG1000G-UG	gambiae	gambiae
AC0090-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Uganda	-85.48131	-30.874958000000003	0.15044099	-40.778664	-37.404198	-21.052645000000002	training	Martin Donnelly	Nagongera	2012.0	10.0	0.77	34.025999999999996	F	AG1000G-UG	gambiae	gambiae
AS0011-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Gabon	-69.37089499999999	-26.147517999999998	1.163025	-33.851845000000004	-31.208778000000002	-17.315561	training	Joao Pinto	Libreville	2000.0	12.0	0.384	9.455	F	AG1000G-GA-A	gambiae	gambiae
AA0132-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Ghana	-64.74949000000001	24.184767	-32.873913	-49.563946	-25.839497	-22.693464000000002	training	David Weetman	Madina	2012.0	11.0	5.667999999999999	-0.21899999999999997	F	AG1000G-GH	coluzzii	coluzzii
AG0097-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Gambia, The	-88.461525	-5.01047	-19.171679	-49.646156	-34.535603	-24.624588	training	Martin Donnelly	Njabakunda	2011.0	8.0	13.55	-15.9	F	AG1000G-GM-A	gambiae	gcx1
BL0387-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Tanzania	-100.09661	-49.508606	9.470018	-44.6316	-45.584713	-23.62506	training	David Weetman	Muheza	2013.0	1.0	-4.94	38.948	F	AG1000G-TZ	gambiae	gambiae
AB0279-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-96.67282	6.9511842999999995	-29.3943	-58.835285	-36.895283	-28.239288000000002	training	Austin Burt	Pala	2012.0	7.0	11.15	-4.235	F	AG1000G-BF-A	coluzzii	coluzzii
BQ0125-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mozambique	-91.69345	-46.05611	9.397072999999999	-41.633045	-42.460957	-21.688742	training	Joao Pinto	Furvela	2003.0	12.0	-23.715999999999998	35.299	F	AG1000G-MZ	gambiae	gambiae
AB0509-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Burkina Faso	-95.36749	4.4591136	-27.389046	-56.65074499999999	-36.257008	-27.581884000000002	training	Austin Burt	Souroukoudinga	2014.0	7.0	11.235	-4.535	F	AG1000G-BF-B	coluzzii	coluzzii
VBS02083-4431STDY6772806	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mali	-97.74893	-15.788656	-14.772896	-50.801674	-38.26201	-25.917837	training	Nora Besansky	Kela	2004.0	8.0	11.88	-8.45	F	AG1000G-ML-B	gambiae	gambiae
BP0017-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Democratic Republic of the Congo	-70.3139	-22.967539000000002	-0.97161573	-35.50998	-31.969234000000004	-17.459976	training	David Weetman	Gbadolite	2015.0	7.0	4.283	21.017	M	AG1000G-CD	gambiae	gambiae
BQ0097-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Mozambique	-103.342545	-56.353336	13.773579999999999	-45.457767	-47.820170000000005	-24.856679999999997	training	Joao Pinto	Furvela	2004.0	4.0	-23.715999999999998	35.299	F	AG1000G-MZ	gambiae	gambiae
AN0619-CW	public_wgs	Ag1000G Consortium (2021)	Anopheles_coluzzii	Cameroon	-64.84961	22.791512	-31.83809	-49.35132	-26.203564	-22.362429000000002	training	Brad White	Yaounde	2013.0	10.0	3.88	11.505999999999998	F	AG1000G-CM-C	coluzzii	coluzzii
AC0246-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Uganda	-105.86468500000001	-35.06449	-2.7538679	-50.15459	-44.777120000000004	-26.223959999999998	training	Martin Donnelly	Kihihi	2012.0	10.0	-0.7509999999999999	29.701	F	AG1000G-UG	gambiae	gambiae
AN0217-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-69.20133	-23.536316	-0.3249051	-34.192023999999996	-31.211658	-17.274898999999998	training	Nora Besansky	Mayos	2009.0	9.0	4.341	13.558	F	AG1000G-CM-A	gambiae	gambiae
AZ0175-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_arabiensis	Malawi	-87.40477	-81.305954	34.655327	-42.043625	-55.886063	-27.644491	training	Martin Donnelly	Chikhwawa	2015.0	5.0	-15.933	34.755	F	AG1000G-MW	arabiensis	arabiensis
AN0179-C	public_wgs	Ag1000G Consortium (2021)	Anopheles_gambiae	Cameroon	-80.264145	-30.972824	2.022655	-38.591213	-36.0191	-19.408003	training	Nora Besansky	Mayos	2009.0	9.0	4.341	13.558	F	AG1000G-CM-A	gambiae	gambiae
