	Anopheles_marshallii_complex	Anopheles_marshallii_cp_sp1	Anopheles_theileri	Anopheles_moucheti	Anopheles_jebudensis	Myzomyia_sp1	Anopheles_gabonensis	Anopheles_funestus	Anopheles_rhodesiensis	Anopheles_minimus_A	Anopheles_culicifacies	Anopheles_aconitus	Anopheles_rampae	Anopheles_maculatus_A	Anopheles_maculatus_B	Anopheles_maculipalpis	Anopheles_annularis	Anopheles_jamesii	Anopheles_stephensi	Anopheles_gambiae_coluzzii	Anopheles_arabiensis	Anopheles_gambiae_cp_sp1	Anopheles_quadriannulatus	Anopheles_melas	Anopheles_merus	Anopheles_christyi	Anopheles_sundaicus_complex	Anopheles_vagus	Anopheles_dirus_A	Anopheles_balabacensis	Anopheles_cracens	Anopheles_koliensis	Anopheles_farauti	Anopheles_punctulatus	Anopheles_tessellatus	Anopheles_coustani_cp_cl3	Anopheles_coustani_cp_cl2	Anopheles_coustani_cp_cl1	Anopheles_hyrcanus_gp_sp1	Anopheles_hyrcanus_gp_sp2	Anopheles_sinensis	Anopheles_barbirostris	Anopheles_atroparvus	Anopheles_implexus	Anopheles_nili_gp_sp3	Anopheles_nili_gp_sp2	Anopheles_nili_gp_sp1	Anopheles_carnevalei	Anopheles_vinckei	Anopheles_dureni	Anopheles_aquasalis	Anopheles_oryzalimnetes	Anopheles_darlingi	Anopheles_albimanus	Anopheles_cruzii	Anopheles_bellator
anopheles-quadriannulatus-sangwescaffoldsaquas1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006651277436519426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1998130842750552	0.11744231444392413	0.06422675347724588	0.5069358196537214	0.0548706005898244	0.05295405543832293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003092244378254246	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-melas-cm1001059ascaffoldsamelc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1317803334626585	0.07073870919318033	0.04840534089047432	0.06768052327251023	0.6501004869386632	0.03129460624251339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmelSAMN01760621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07013268256534139	0.06346620373859532	0.03449598665566396	0.08033823734114158	0.7152195244223724	0.03634736527688537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmelSAMN01760618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08332214045231183	0.06101905229683454	0.040605090748104006	0.07780955188484627	0.7051446299590751	0.03209953465882831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmelSAMN01760619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0832174778338636	0.06946645937426266	0.04164811807389589	0.07506963197518185	0.6923108946237825	0.038287418119013386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009221089173356477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0425490643712571	0.03892009322940779	0.02023719761345075	0.04650921936600751	0.0289297439775936	0.8219325725249476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-merus-mafscaffoldsamerm2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006651277436519426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061833152857870416	0.05639399689442068	0.026640799903603463	0.07996526042010946	0.028620189661584118	0.7458814725187599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000828016170668745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0545447707750128	0.047001267278895316	0.026043178339571902	0.05249585724745296	0.041086481022612635	0.7780004291657856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007802460069763173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04664265195463213	0.047753870695670164	0.030154978203867474	0.04674884526459944	0.03209535211395372	0.7958240557603008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008632509013355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04889028085869959	0.040648880859926136	0.030928326471581686	0.06714859581970099	0.032978991519844465	0.7785416735689117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008632509013355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05467025988197973	0.050558804243843264	0.03586028854558456	0.05060151517806581	0.035249278144471576	0.7721966031047196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000943553310762058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06121971078655548	0.050841935571453716	0.030725089921051395	0.06853617365660956	0.03696926249695738	0.7507642742566105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009221089173356477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05468898820566728	0.05056791459214796	0.03558079466567955	0.06758937864406495	0.04064968735653228	0.7500011276185724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010143198090692123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056824028956048135	0.048022481385701705	0.03150532896203147	0.052841181402164206	0.040234007755189226	0.7695586517297959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000989580301530939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059822866689331226	0.0519483901462683	0.04110813564981645	0.055113274165431485	0.03855421785057872	0.7524635351970428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AmerSAMN01760631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013087997536376935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0571928550360868	0.043036014619507235	0.02585566433236143	0.04956280687335436	0.03963258104011611	0.7834112783449363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-christyi-achkn1017scaffoldsachra1	0.043731778425655975	0.002915451895043732	0.043731778425655975	0.023323615160349854	0.023323615160349854	0.040816326530612235	0.0	0.007098491570541259	0.055249784878151735	0.0	0.040816326530612235	0.020408163265306117	0.040816326530612235	0.0	0.020408163265306117	0.0	0.002915451895043732	0.030126336248785225	0.0	0.049492708490437964	0.013936661267558815	0.028675796581266774	0.016376942603052266	0.054975144481163925	0.0531060347536776	0.0	0.12244897959183673	0.16326530612244894	0.040816326530612235	0.0	0.0	0.020408163265306117	0.0	0.0	0.020408163265306117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020408163265306117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006611570247933884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9670428056791692	0.0263456240728968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006734006734006735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9600492100492098	0.033216783216783216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9738603988603988	0.026139601139601145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006379585326953748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9463256042203412	0.047294810452705185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-epiroticus-epiroticus2scaffoldsaepie1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00686106346483705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037949417205378633	0.005421345315054089	0.0	0.00468207095391035	0.004066008986290567	0.0009035575525090148	0.0	0.9215595725029688	0.05271143950389233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05037209302325581	0.9429612403100776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00669642857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03332735578375113	0.9599762156448204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006696428571428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05654164149803685	0.9367619299305346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006578947368421053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04319510898458267	0.9374667729930888	0.0	0.0	0.0	0.0	0.006379585326953749	0.006379585326953749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8577623357035122	0.06823421676362855	0.07400344753285931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91580547112462	0.06656534954407295	0.01762917933130699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8942307692307693	0.04935897435897435	0.0564102564102564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9121278140885984	0.05010893246187364	0.03776325344952796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-dirus-wrair2scaffoldsadirw1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7576500730162194	0.0472417538443949	0.18150273096251487	0.006802721088435374	0.006802721088435374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0196078431372549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5380844645550528	0.0	0.4423076923076924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-cracens-ASM209184v1-scaffolds	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4523809523809523	0.5317460317460317	0.0	0.007936507936507934	0.007936507936507934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-koliensis-akwgs3contigsjxxb01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007936507936507938	0.0	0.007936507936507938	0.0	0.5912698412698414	0.3690476190476191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02380952380952381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anopheles-farauti-far1scaffoldsafarf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007407407407407406	0.04444444444444445	0.029629629629629624	0.5518518518518518	0.0	0.3555555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011111111111111113	0.0	0.0
anopheles-punctulatus-apwgs2contigsjxxa01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03125	0.0	0.00625	0.49375	0.44375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00150	0.0024813895781637713	0.0024813895781637713	0.0024813895781637713	0.0	0.0	0.0	0.019230769230769232	0.0	0.0024813895781637713	0.0062852779974368065	0.0	0.0	0.0024813895781637713	0.0	0.0024813895781637713	0.0	0.001861042183622829	0.0004226542688081149	0.0	0.002403846153846153	0.002403846153846153	0.0	0.002403846153846153	0.002403846153846153	0.0	0.0	0.0	0.0	0.024038461538461536	0.0	0.004807692307692307	0.004807692307692307	0.004807692307692307	0.0	0.9076500422654268	0.0	0.0	0.0	0.0	0.0009509721048182586	0.0	0.0	0.0	0.0006339814032121724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VBS00149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009863013698630137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010958904109589038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020000000000000004	0.0	0.0	0.0	0.0	0.0	0.8882648401826485	0.0	0.0	0.0	0.0	0.07913242009132421	0.0	0.0	0.0	0.0016438356164383565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apal-257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02564102564102564	0.0	0.4606836103141521	0.38254141179018025	0.04006410256410256	0.07117595048629531	0.01989389920424403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azie-77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014437689969604862	0.8211629735797908	0.13497242205506887	0.007598784194528875	0.01091406510050318	0.01091406510050318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azie-1032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016550522648083626	0.8354859271591578	0.11423025808080348	0.00871080139372822	0.012511245359113405	0.012511245359113405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aten-954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015079365079365081	0.8204505939906698	0.13373526367240612	0.007936507936507936	0.011399134660525546	0.011399134660525546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aten-79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015079365079365081	0.8272145355773539	0.12713459572213207	0.007936507936507936	0.011317497842320536	0.011317497842320536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azie-70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019957983193277316	0.8252062743343571	0.12909666986490548	0.01050420168067227	0.00761743546339399	0.00761743546339399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aten-333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014136904761904762	0.8097787706742421	0.13134485567236373	0.008908596995845319	0.019020022077576037	0.016810849818068203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acou-80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015079365079365081	0.8203987939388696	0.13378706372420618	0.007936507936507936	0.011399134660525546	0.011399134660525546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apal-81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02056277056277056	0.8389439784732845	0.09858219106727333	0.01082251082251082	0.015544274537080287	0.015544274537080287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acou-71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015422077922077922	0.8250956696252927	0.1055020599832284	0.00811688311688312	0.03429529103989536	0.011568018312622629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azie-1055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02261904761904762	0.8086640841031136	0.1226147023915002	0.011904761904761906	0.01709870199078832	0.01709870199078832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acou-962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005208333333333335	0.11155218462238108	0.8492047814162751	0.005208333333333335	0.018133421742576674	0.01069294555210048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
