sample_id,location,adm_level,country,country_code,longitude,latitude,collection_context,date_of_collection,collection_method,dna_extraction_method,species,dna_concentration,sex_call,cohort,cohort_colour,coarse_cohort,coarse_cohort_colour,mitochondrial_id,3La,3Ra,3Rb,2Ra,2Rh
VBS17349,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.857,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS17351,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.188,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,plus,plus,plus
VBS17353,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.984,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,het,plus,plus
VBS17355,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.491,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,plus,plus,het,plus,plus
VBS17356,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.147,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,het,plus,plus
VBS17361,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.927,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,het,plus,plus
VBS17362,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.181,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,het,plus,plus
VBS17364,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.86,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,het,het,plus,plus
VBS17370,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.917,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,plus,plus,plus
VBS17371,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.799,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,plus,plus,plus,plus,plus
VBS17373,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.645,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,het,plus,plus,plus
VBS17374,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.37,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,het,plus,plus
VBS17378,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.849,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageI-clusterA,het,plus,het,plus,plus
VBS17380,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.63,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,het,plus,plus
VBS17387,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.97,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,het,plus,plus,plus,plus
VBS17388,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.533,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,het,plus,plus
VBS17391,Palmeira,"Maputo, Manhica",Mozambique,MOZ,32.873,-25.255,Indoor,2016-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.714,F,Mozambique_Maputo,#17becf,S_southeast,#17becf,funestus-lineageII,minus,plus,plus,plus,plus
VBS17394,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.064,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,het,het,plus
VBS17395,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.033,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17396,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.006,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterA,minus,minus,minus,het,plus
VBS17397,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,4.155,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,plus
VBS17398,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.498,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,minus,plus
VBS17399,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.939,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,minus,plus,plus
VBS17400,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.783,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,minus,minus,plus
VBS17401,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.286,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,het,minus,plus
VBS17402,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.896,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17403,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,4.161,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,plus
VBS17404,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.522,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS17405,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.95,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,het,het,plus
VBS17406,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,5.247,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17407,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.547,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,plus,plus
VBS17408,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.264,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS17409,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,5.01,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS17410,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.384,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,minus,minus,plus
VBS17411,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,4.86,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageII,minus,minus,minus,minus,plus
VBS17412,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.975,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageII,het,minus,minus,het,plus
VBS17413,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.393,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,minus,minus,plus
VBS17414,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.576,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS17415,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.719,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,plus
VBS17416,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.427,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,minus,het,plus
VBS17417,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,4.138,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,minus,plus,minus
VBS17418,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.124,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,minus,minus,plus,plus
VBS17419,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.395,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,plus,plus
VBS17420,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.337,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS17421,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.062,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,minus,het,plus
VBS17422,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.635,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,plus
VBS17423,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.736,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,minus,het,plus
VBS17424,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.848,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,plus,plus
VBS17425,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.393,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterA,plus,minus,minus,het,plus
VBS17426,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.258,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,plus,plus
VBS17427,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.973,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,plus,plus
VBS17428,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.635,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS17429,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.337,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,het,plus,plus
VBS17430,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.859,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageII,plus,plus,minus,het,plus
VBS17432,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.304,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS17433,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.402,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,plus,minus,minus,plus,plus
VBS17434,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.525,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,minus,minus,plus
VBS17435,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.522,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,minus,plus
VBS17436,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.043,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,plus
VBS17437,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.654,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,minus,plus
VBS17438,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.894,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,het,minus,het,plus
VBS17439,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,3.881,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterA,het,het,minus,minus,plus
VBS17440,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.25,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,minus,het,plus
VBS17441,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.523,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,het,minus,minus,plus
VBS17442,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.133,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,het,minus,het,plus,plus
VBS17443,Tororo,"Eastern Region, Tororo",Uganda,UGA,34.083,0.75,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,2.674,F,Uganda_Eastern-Region,#c5b0d5,EQ_east,#9467bd,funestus-lineageI-clusterB,minus,minus,minus,het,plus
VBS17451,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.283,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17452,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.307,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,minus,plus,plus,plus,plus
VBS17453,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.194,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17454,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.24,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,minus,plus,plus,plus,plus
VBS17455,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.493,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17456,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.29,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17457,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.281,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17458,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.194,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17459,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.187,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17460,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.137,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,minus,plus,plus,plus,plus
VBS17461,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.44,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,minus,plus,plus,plus,plus
VBS17462,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.512,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17463,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.242,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,minus,plus,plus,plus,plus
VBS17465,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.327,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17466,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.059,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,minus,plus,plus,plus,plus
VBS17467,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.429,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17468,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.257,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17469,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.495,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,minus,plus,plus,plus,plus
VBS17470,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.17,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17471,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.275,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,minus,plus,plus,plus,plus
VBS17472,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.333,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17473,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.373,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17474,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.39,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,minus,plus,plus,plus,plus
VBS17475,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.305,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17476,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.41,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17477,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.501,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17478,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.397,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
