SPECIMEN_ID	SERIES	ASP-PROJ CODE-COUNTRY CODE-MMYY-PLATENO	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	ORGANISM_PART	CATCH_ID	ORDER_OR_GROUP	FAMILY	GENUS	SCIENTIFIC_NAME	LIFESTAGE	SEX	OTHER_ORGANISMS	BLOOD_MEAL	GRAVIDITY	COLLECTOR_SAMPLE_ID	DATE_OF_COLLECTION	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	WHAT_THREE_WORDS	HABITAT	ELEVATION	TIME_OF_COLLECTION	TIME_OF_COLLECTION.1	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	IDENTIFIED_HOW	PRESERVATION_APPROACH	PRESERVATIVE_SOLUTION	TIME_ELAPSED_FROM_COLLECTION_TO_PRESERVATION	DATE_OF_PRESERVATION	DNA_EXTRACTION_DESCRIPTION	DNA_EXTRACT_VOLUME_PROVIDED	DNA_EXTRACT_CONCENTRATION	HAZARD_GROUP	REGULATORY_COMPLIANCE	VOUCHER_ID	OTHER_INFORMATION	TEMP.(°C)	HUMIDITY_(%)	WIND_DIRECTION	WIND SPEED_(km/h)	GUST SPEED_(km/h) 	RAINFALL_(mm)	SOLAR_RADIATION_(W/m²)	COLLECTED_BY	COLLECTOR_AFFILIATION	IDENTIFIED_BY	IDENTIFIER_AFFILIATION	PRESERVED_BY	PRESERVER_AFFILIATION	SUPPLIER_SAMPLE_NAME	run	n_mosquito_targets	n_mosquito_reads	n_multiallelic	contamination_risk	NN_assignment	res_coarse	res_int	res_fine	VAE_species	species_call	call_method	plasmodium_detected	plasmodium_species	total_reads_P1	total_reads_P2
KIMA_010_A2	873	ASP-BUMI-BF-2103-10	PLATE10	A2	WHOLE_ORGANISM	Tube143	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1549	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_A2	41956	48.0	1989.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
KIMA_010_B2	874	ASP-BUMI-BF-2103-10	PLATE10	B2	WHOLE_ORGANISM	Tube143	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1549	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_B2	41956	50.0	2345.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Uncertain_arabiensis_gambiae_bwambae-fontenillei	Uncertain_arabiensis_gambiae_bwambae-fontenillei	VAE	no			
KIMA_010_C2	875	ASP-BUMI-BF-2103-10	PLATE10	C2	WHOLE_ORGANISM	Tube143	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1549	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_C2	41956	55.0	4313.0	2.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_010_D2	876	ASP-BUMI-BF-2103-10	PLATE10	D2	WHOLE_ORGANISM	Tube143	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1549	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_D2	41956	48.0	2039.0	3.0	high	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
KIMA_010_E2	877	ASP-BUMI-BF-2103-10	PLATE10	E2	WHOLE_ORGANISM	Tube144	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1566	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_E2	41956	49.0	2205.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
KIMA_010_F2	878	ASP-BUMI-BF-2103-10	PLATE10	F2	WHOLE_ORGANISM	Tube144	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1566	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_F2	41956	58.0	5855.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_010_G2	879	ASP-BUMI-BF-2103-10	PLATE10	G2	WHOLE_ORGANISM	Tube144	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1566	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_G2	41956	59.0	8303.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_010_H2	880	ASP-BUMI-BF-2103-10	PLATE10	H2	WHOLE_ORGANISM	Tube144	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1566	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_H2	41956	55.0	2546.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_010_A3	881	ASP-BUMI-BF-2103-10	PLATE10	A3	WHOLE_ORGANISM	Tube144	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1566	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_A3	41956	53.0	2923.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Uncertain_gambiae_coluzzii	Uncertain_gambiae_coluzzii	VAE	no			
KIMA_010_B3	882	ASP-BUMI-BF-2103-10	PLATE10	B3	WHOLE_ORGANISM	Tube144	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1566	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_B3	41956	54.0	3026.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_coluzzii	Anopheles_coluzzii	VAE	low_load	Plasmodium_falciparum		113.0
KIMA_010_C3	883	ASP-BUMI-BF-2103-10	PLATE10	C3	WHOLE_ORGANISM	Tube144	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1566	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_C3	41956	58.0	5799.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_010_D3	884	ASP-BUMI-BF-2103-10	PLATE10	D3	WHOLE_ORGANISM	Tube144	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1566	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_D3	41956	55.0	2951.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_arabiensis	Anopheles_arabiensis	VAE	no			
KIMA_010_E3	885	ASP-BUMI-BF-2103-10	PLATE10	E3	WHOLE_ORGANISM	Tube144	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1566	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_E3	41956	59.0	4382.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_010_F3	886	ASP-BUMI-BF-2103-10	PLATE10	F3	WHOLE_ORGANISM	Tube144	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1566	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		03:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		24.68	77.2	251.3	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_F3	41956	58.0	8617.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_010_G3	887	ASP-BUMI-BF-2103-10	PLATE10	G3	WHOLE_ORGANISM	Tube145	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1595	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		05:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		23.35	81.7	226	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_G3	41956	59.0	5454.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_010_H3	888	ASP-BUMI-BF-2103-10	PLATE10	H3	WHOLE_ORGANISM	Tube145	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1595	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		05:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		23.35	81.7	226	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_H3	41956	57.0	3778.0	0.0	low	yes	Pyretophorus_series	Anopheles_gambiae_complex		Anopheles_gambiae	Anopheles_gambiae	VAE	no			
KIMA_010_A4	889	ASP-BUMI-BF-2103-10	PLATE10	A4	WHOLE_ORGANISM	Tube145	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE		N	N	BF.PL.18-1595	2018-10-17	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414		SUBURBAN AREA		05:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 3 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2018-10-17				HG1	Y	NOT_APPLICABLE		23.35	81.7	226	0	0	0	0.6	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	DN806240W_A4	41956	18.0	385.0	1.0	medium	yes	Pyretophorus_series	Anopheles_gambiae_complex			Anopheles_gambiae_complex	NN_INTERMEDIATE	no			
